002814.jpg,002814.txt
2010_001806.jpg,2010_001806.txt
005559.jpg,005559.txt
003099.jpg,003099.txt
001017.jpg,001017.txt
009053.jpg,009053.txt
2011_001779.jpg,2011_001779.txt
2011_000759.jpg,2011_000759.txt
2009_000744.jpg,2009_000744.txt
2008_002680.jpg,2008_002680.txt
006132.jpg,006132.txt
009257.jpg,009257.txt
2009_000624.jpg,2009_000624.txt
007062.jpg,007062.txt
003958.jpg,003958.txt
2009_000577.jpg,2009_000577.txt
2008_001694.jpg,2008_001694.txt
2011_000129.jpg,2011_000129.txt
2009_001682.jpg,2009_001682.txt
2011_001260.jpg,2011_001260.txt
2008_005193.jpg,2008_005193.txt
003438.jpg,003438.txt
008062.jpg,008062.txt
009025.jpg,009025.txt
002429.jpg,002429.txt
004558.jpg,004558.txt
004299.jpg,004299.txt
005771.jpg,005771.txt
009716.jpg,009716.txt
007089.jpg,007089.txt
2010_003563.jpg,2010_003563.txt
009804.jpg,009804.txt
2008_007561.jpg,2008_007561.txt
2008_001325.jpg,2008_001325.txt
003751.jpg,003751.txt
2008_001083.jpg,2008_001083.txt
2010_005450.jpg,2010_005450.txt
2010_003084.jpg,2010_003084.txt
006909.jpg,006909.txt
009841.jpg,009841.txt
2009_001370.jpg,2009_001370.txt
005004.jpg,005004.txt
007669.jpg,007669.txt
008925.jpg,008925.txt
000383.jpg,000383.txt
008975.jpg,008975.txt
2010_005215.jpg,2010_005215.txt
005302.jpg,005302.txt
007582.jpg,007582.txt
2009_000128.jpg,2009_000128.txt
000516.jpg,000516.txt
2008_008112.jpg,2008_008112.txt
2010_003970.jpg,2010_003970.txt
2009_004150.jpg,2009_004150.txt
002100.jpg,002100.txt
2010_002662.jpg,2010_002662.txt
007751.jpg,007751.txt
005205.jpg,005205.txt
006133.jpg,006133.txt
2009_004956.jpg,2009_004956.txt
005323.jpg,005323.txt
2008_007688.jpg,2008_007688.txt
000887.jpg,000887.txt
2008_007022.jpg,2008_007022.txt
2010_000899.jpg,2010_000899.txt
002259.jpg,002259.txt
2011_001414.jpg,2011_001414.txt
2008_006458.jpg,2008_006458.txt
2008_004357.jpg,2008_004357.txt
006525.jpg,006525.txt
006574.jpg,006574.txt
2008_006071.jpg,2008_006071.txt
